nom	ville	province	region	telephone	email	site_web	source_url
Comunità Educativa le Rose	Boscoreale	NA	Campania	8.14248E+18		https://wa.me/+3932744522305?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/comunita-educativa-le-rose-boscoreale
Al Servizio della Citta'	Vallo della Lucania	SA	Campania	9744440			https://www.paginegialle.it/alserviziodellacitta-vallodellalucania
Centro Servizi Noi x Voi Cooperativa Sociale ARL	Pannarano	BN	Campania	8241580019			https://www.paginegialle.it/centroservizinoixvoicooperativasocialearl-pannarano
Soc. Cooperativa Sociale Esus	Sala Consilina	SA	Campania	975520000			https://www.paginegialle.it/sala-consilina-sa/cooperativa-lavoro/esus-societa-cooperativa-sociale_2
L'Isola del Sorriso	Napoli	NA	Campania	817345560			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/coop.-sociale-arl-isola-sorriso
25 Giugno	Napoli	NA	Campania	812777306			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/25-giugno_20397283
25 Giugno	Napoli	NA	Campania	81444447			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/25-giugno
25 Giugno	Napoli	NA	Campania	8.14461E+16			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/25-giugno_22926494
25 Giugno	Napoli	NA	Campania	8.14445E+27			https://www.paginegialle.it/napoli-na/coop-25-giugno
3 P Express Societa' Cooperativa	Casagiove	CE	Campania	8.23494E+18			https://www.paginegialle.it/casagiove-ce/cooperativa-lavoro/agenzia-3p-express
3dbell di Siani Arsenio	Mercato San Severino	SA	Campania	3931739443		https://wa.me/+393931739443?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/mercato-san-severino-sa/cooperativa-lavoro/3dbell-di-siani-arsenio
8 Marzo Societa' Cooperativa	Napoli	NA	Campania	815851297			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/cooperativa-8-marzo_2
Agora'	San Marcellino	CE	Campania	812243627			https://www.paginegialle.it/san-marcellino-ce/cooperativa-lavoro/agora-cooperativa-sociale-onlus
Agora'	Valle di Maddaloni	CE	Campania	823374901			https://www.paginegialle.it/valle-di-maddaloni-ce/cooperativa-lavoro/agora-cooperativa-sociale-onlus
Agora'	Rocchetta e Croce	CE	Campania	823889056			https://www.paginegialle.it/rocchetta-e-croce-ce/cooperativa-lavoro/agora-cooperativa-sociale-onlus
Agora' Societa'	Pontecagnano Faiano	SA	Campania	8.98492E+17		https://wa.me/+393471340989?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/pontecagnano-faiano-sa/cooperativa-lavoro/agora-o-n-l-u-s
Agora' Societa'	Roccapiemonte	SA	Campania	812188546			https://www.paginegialle.it/roccapiemonte-sa/cooperativa-lavoro/agora-o-n-l-u-s
Agrotab - Societa' Cooperativa	Sturno	AV	Campania	825437106			https://www.paginegialle.it/sturno-av/cooperativa-lavoro/agrotab-s.c.-r.l.
A.I.D.O. Soc. Coop. Sociale	Battipaglia	SA	Campania	8.28362E+18			https://www.paginegialle.it/battipaglia-sa/cooperativa-lavoro/a-i-d-o-soc-coop-sociale
Alento Servizi Societa	Casal Velino	SA	Campania	9.74272E+18		https://wa.me/+393293142628?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/casal-velino-sa/alento-servizi-cooperativa-sociale
Alfa Servizi	Salerno	SA	Campania	89220101			https://www.paginegialle.it/salerno-sa/amministrazioni-immobiliari/alfa-servizi
A.L.Ma. Partenope S.r.l.	Napoli	NA	Campania	81413021			https://www.paginegialle.it/napoli-na/cooperativa-lavoro/a-l-ma-partenope
Masseria	Buccino	SA	Campania	3298166016		https://wa.me/+393298166016?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/buccino-sa/aziende-agricole/agriturismo-pizzeria-la-massaria
Agriturismo Masseria Feudo di Barlotti Elvira	Residenza Dorica	SA	Campania	8.28814E+18		https://wa.me/+393806809982?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/masseriafeudo
La Masseria Ristorante Pizzeria B&B	Monte di Procida	NA	Campania	8.18682E+18		https://wa.me/+393347633271?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/la-masseria-ristorante-pizzeria-monte-di-procida-napoli
La Morella Masseria Ristorante	Battipaglia	SA	Campania	82851008	info@la-morella.it	http://www.la-morella.it	https://www.paginegialle.it/lamorellamasseriaristorante-battipaglia
Enoteca Masseria delle Grazie	Santa Maria la Carità	NA	Campania	3331648465			https://www.paginegialle.it/santa-maria-la-carita-na/ristoranti/enoteca-masseria-delle-grazie
Masseria Puchetti	Bellona	CE	Campania	3922971094			https://www.paginegialle.it/bellona-ce/ristoranti/masseria-puchetti
Antica Taverna Masseria Alaia	Somma Vesuviana	NA	Campania	810480600			https://www.paginegialle.it/somma-vesuviana-na/ristoranti/antica-taverna-masseria-alaia_T11311799
Masseria Lupata	Capaccio Paestum	SA	Campania	3483696017			https://www.paginegialle.it/capaccio-paestum-sa/aziende-agricole/cooperativa-agricola-masseria-lupata
Masseria Sardo	Pozzuoli	NA	Campania	8118581814			https://www.paginegialle.it/pozzuoli-na/ristoranti/10-diego-vitagliano-pizzeria
Masseria Campierti	Falciano del Massico	CE	Campania	3339746654			https://www.paginegialle.it/falciano-del-massico-ce/ristoranti/masseria-campierti
Masseria Perbacco	Bellona	CE	Campania	3930744494			https://www.paginegialle.it/bellona-ce/ristoranti/masseria-perbacco
Masseria Manone	Marigliano	NA	Campania	818411618		http://www.masseriamanone.com	https://www.paginegialle.it/marigliano-na/agriturismo/agriturismo-masseria-manone_2
Caseificio Masseria Lupata	Capaccio Paestum	SA	Campania	828722002		http://www.masserialupata.it	https://www.paginegialle.it/capaccio-paestum-sa/ristoranti/caseificio-masseria-lupata
Masseria Ruggiero	Nocera Inferiore	SA	Campania	3.38915E+19		https://wa.me/+393389153516?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/nocera-inferiore-sa/ristoranti/masseria-ruggiero
Antica Masseria Sguazzo	Pontecagnano Faiano	SA	Campania	3.34801E+19		https://wa.me/+393348008955?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/pontecagnano-faiano-sa/agriturismo/l-antica-masseria-sguazzo-1820-di-sguazzo-antonio
Masseria Giò Sole	Capua	CE	Campania	8.23961E+18		https://wa.me/+393297859024?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/23450-ce/gio-sole
Masseria Nobile	Fisciano	SA	Campania	3299784488		https://wa.me/+393299784488?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fisciano-sa/alberghi/masseria-nobile
La Masseria di Ciccio	Limatola	BN	Campania	823487007			https://www.paginegialle.it/limatola-bn/ristoranti/masseria-ciccio
Agriturismo Le Grotte	Giugliano in Campania	NA	Campania	3511326245		https://wa.me/+393511326245?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/giugliano-in-campania-na/aziende-agricole/societa-agricola-masseria-grotte-campanile-maria-c
Agriturismo Masseria Cantina	Teano	CE	Campania	823658070		http://www.masseriacantina.com	https://www.paginegialle.it/teano-ce/agriturismo/agriturismo-masseria-cantina-drosa-clelia_4
Agriturismo Masseria dei Monaci	San Potito Sannitico	CE	Campania	823784769		http://www.masseriadeimonaci.it	https://www.paginegialle.it/san-potito-sannitico-ce/ristoranti/agriturismo-masseria-dei-monaci
Agriturismo Masseria Feudo di Barlotti Elvira	Capaccio Paestum	SA	Campania	3.80681E+19		https://wa.me/+393806809982?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/capaccio-sa/agriturismo/agriturismo-masseria-feudo-barlotti-elvira
Agriturismo Masseria Grande	Bucciano	BN	Campania	3397462656		https://wa.me/+393397462656?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/bucciano-bn/agriturismo/arganese-giuseppe
Agriturismo Masseria Mezzanotte	San Salvatore Telesino	BN	Campania	3249207797		https://wa.me/+393249207797?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/san-salvatore-telesino-bn/alberghi/agriturismo-masseria-mezzanotte
Agriturismo Masseria S.Rocco	Falciano del Massico	CE	Campania	3356744902		https://wa.me/+393356744902?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/falciano-del-massico-ce/ristoranti/agriturismo-masseria-s-rocco_21339294
Coralluzzo Giovanna Oleificio	Montecorvino Rovella	SA	Campania	89867022			https://www.paginegialle.it/coralluzzo-giovanna-oleificio-montecorvino-rovella
Frantoio Oleario De Marco	Lapio	AV	Campania	8.25986E+28		https://wa.me/+393391520008?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiodemarco
Frantoio Oleario Uliveto	San Lorenzo Maggiore	BN	Campania	8.24814E+18		https://wa.me/+393382926770?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oli-frantoi-frantoio-oleario-uliveto-procaccini-san-lorenzo-maggiore
La Goccia D'Oro di Caprio	San Prisco	CE	Campania	3451772291		https://wa.me/+393451772291?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lagocciadoro-frantoi-ce
Frantoio Ferraro Sas	Vico Equense	NA	Campania	8.18028E+18			https://www.paginegialle.it/frantoio-ferraro-vico-equense
Oleificio Maglio	Campagna	SA	Campania	8.28461E+27		https://wa.me/+393317392015?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oleificiomaglio
Frantoio Oleario Carusone	Bellona	CE	Campania	3288957687		https://wa.me/+393288957687?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariocarusone-bellona
Pezzuti Adolfo	Camerota	SA	Campania	3338990999		https://wa.me/+393338990999?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/pezzutiadolfo-camerota
Azienda Agricola Biologica Terre Caudine	Sant'Agata de' Goti	BN	Campania	3495825325		https://wa.me/+393495825325?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolabiologicaterrecaudine-santagatadegoti
Fattoria Olearia S.r.l.	Montesarchio	BN	Campania	824835394			https://www.paginegialle.it/fattoriaoleariasrl-montesarchio
Fattoria Sole e Natura (Frantoio di Girolamo)	Pignataro Maggiore	CE	Campania	3287677984		https://wa.me/+393287677984?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fattoriasoleenaturafrantoiodigirolamo-pignataromaggiore
Fob 2 di F. Tommasini Mattiucci	Napoli	NA	Campania	81680824			https://www.paginegialle.it/fob2diftommasinimattiucci-napoli
Frantoio Oleario Diglio	Durazzano	BN	Campania	3395366220			https://www.paginegialle.it/frantoiooleariodiglio-durazzano
Frantoio oleario Lombardi Luca	San Giorgio la Molara	BN	Campania	3393404676		https://wa.me/+393393404676?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariolombardiluca-sangiorgiolamolara
"Frantoio Oleario ""Olio del Mulino"" di Giovanni Gargiulo & C Snc"	Meta	NA	Campania	818787668		https://wa.me/+390818787668?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoiooleariooliodelmulino-meta
Oleificio Tesauro S.r.l.	Orria	SA	Campania	3475004619		https://wa.me/+393475004619?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oleificiotesaurosrl-orria
Oleificio Valletta Vincenzo S.r.l.	Calabritto	AV	Campania	3893423441		https://wa.me/+393893423441?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/oleificiovallettavincenzosrl-calabritto
Oleificio Pasquale Ambrosino e Figli di Andrea Ambrosino e C.S.A.S.	Napoli	NA	Campania	812394280			https://www.paginegialle.it/napoli-na/frantoi-oleari/oleificio-pasquale-ambrosino-f
Dorella Oleificio Candela S.r.l.	Castellammare di Stabia	NA	Campania	8119333690			https://www.paginegialle.it/castellammare-di-stabia-na/alimentari/dorella-oleificio-candela
Frantoio Oleario F.lli Lepore S.r.l.	Foglianise	BN	Campania	824871647			https://www.paginegialle.it/foglianise-bn/frantoi-oleari/frantoio-oleario-f-lli-lepore-s-r-l
Frantoio Oleario Giffoni Angelo di Giffoni Raffaella	Teggiano	SA	Campania	97579045			https://www.paginegialle.it/prato-perillo-sa/cooperativa-lavoro/frantoio-oleario-giffoni-angelo-giffoni-raffaella
Frantoio Oleario L'Oliva di Pizzi Michele	Montesano sulla Marcellana	SA	Campania	975208874			https://www.paginegialle.it/montesano-sulla-marcellana-sa/frantoi-oleari/frantoio-oleario-l-oliva-di-pizzi-michele_22786160
Frantoio Oleario Pietrabianca	Casal Velino	SA	Campania	9.74907E+28		https://wa.me/+393476408047?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/casal-velino-sa/frantoi-oleari/frantoio-oleario-di-monzo-germano
Frantoio Oleario Volino di Volino Antonio	Lauro	AV	Campania	8.15102E+18		https://wa.me/+393392187436?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lauro-av/frantoi-oleari/frantoio-oleario-volino-di-volino-antonio
Cantine Sociali	Napoli	NA	Campania	3383511375		https://wa.me/+393383511375?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/napoli-na/ristoranti/cantine-sociali
Terrazza Calabritto	Napoli	NA	Campania	812405188			https://www.paginegialle.it/terrazza-calabritto-napoli
7 Brothers -Restaurant-	Frattamaggiore	NA	Campania	3342122007			https://www.paginegialle.it/7-bristorante-frattamaggiore-na
Cantine Mustilli	Sant'Agata de' Goti	BN	Campania	823718142		https://mustilli.com	https://www.paginegialle.it/cantinemustilli-benevento
Az.Agricola Calafe' di Petrillo Benito	Avellino	AV	Campania	825781010			https://www.paginegialle.it/avellino-av/cantine-sociali/az-agricola-calafe-di-petrillo-benito
Az.Agricola Calafe' di Petrillo Benito	Prata di Principato Ultra	AV	Campania	8.25781E+17		https://wa.me/+39335492309?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/prata-di-principato-ultra-av/cantine-sociali/az-agricola-calafe-di-petrillo-benito_17143219
Azienda Agricola di Marzo	Tufo	AV	Campania	8.25998E+28		https://wa.me/+393476751484?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/tufo-av/enoteca/azienda-agraria-marzo_2
Azienda Agricola Fontana Reale	Benevento	BN	Campania	8.24776E+18		https://wa.me/+393482627821?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/benevento-bn/cantine-sociali/fontana-reale-di-corbo-rino
Azienda Votino Societa' Agricola S.r.l.	Bonea	BN	Campania	824834762			https://www.paginegialle.it/bonea-bn/cantine-sociali/azienda-votino
Cantina De Palma Maurizio	Manocalzati	AV	Campania	8.25956E+28		https://wa.me/+393395918010?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/manocalzati-av/cantine-sociali/de-palma-maurizio_2
Cantina Sociale La Guardiense	Benevento	BN	Campania	8.24864E+17	info@laguardiense.it	http://www.laguardiense.it	https://www.paginegialle.it/benevento-bn/cantine-sociali/cantina-sociale-la-guardiense
Cantina Sociale La Guardiense	Guardia Sanframondi	BN	Campania	8.24864E+28			https://www.paginegialle.it/guardia-sanframondi-bn/enologia/cantina-sociale-guardiense-coop.agricola
Cantine Calafè	Prata di Principato Ultra	AV	Campania	8.25781E+17		https://wa.me/+39335492309?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/prata-di-principato-ultra-av/cantine-sociali/az-agricola-calafe-di-petrillo-benito
Cantine di Criscio Francesco Societa' Agricola S.r.l.	Quarto	NA	Campania	818765942			https://www.paginegialle.it/quarto-na/cantine-sociali/cantine-criscio-francesco-societa-agricola
Madre Terra di Catone Giorgio e C. S.a.s. Societa' Agricola	Napoli	NA	Campania	3332319617		https://wa.me/+393332319617?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/napoli-na/cantine-sociali/madre-terra-di-catone-giorgio-e-c-s-a-s-societa-agricola
Societa' Agricola Tenuta San Francesco S.r.l.	Tramonti	SA	Campania	8.98562E+16			https://www.paginegialle.it/polvica-sa/cantine-sociali/societa-agricola-tenuta-san-francesco
Carlo Fiamma Pizza e Cantina	Amalfi	SA	Campania	3924324623		https://wa.me/+393924324623?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/carlo-fiamma-pizza-e-cantina-amalfi-sa
Cantina dei Quinti	Battipaglia	SA	Campania	828672003			https://www.paginegialle.it/cantinadeiquinti
Pienaluna la Cantina	San Gennaro Vesuviano	NA	Campania	8.1309E+18			https://www.paginegialle.it/pienaluna-la-cantina-san-gennaro-vesuviano-na
Cantina del Barone	Montesarchio	BN	Campania	3316510612		https://wa.me/+393316510612?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/la-cantina-del-barone-montesarchio-bn
Cantine Marisa Cuomo	Furore	SA	Campania	8.98303E+17		https://wa.me/+393334313667?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantine-marisa-cuomo-produzione-vini-furore-sa
Cantine Iannella 1920	Torrecuso	BN	Campania	824872392			https://www.paginegialle.it/cantine-iannella-torrecuso
Cantine Chiara	Paupisi	BN	Campania	824886258			https://www.paginegialle.it/cantinevini-benevento
La  Cantina Dei Mille	Napoli	NA	Campania	3664536443		https://wa.me/+393664536443?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lacantinadeimille
Cantina Macchia dei briganti	Montefalcione	AV	Campania	3281376009		https://wa.me/+393281376009?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/cantinamacchiadeibriganti-montefalcione
Azienda Agricola Ulivelli	Castellina in Chianti	SI	Toscana	5.77743E+18		https://wa.me/+393397495008?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-ulivelli-castellina-in-chianti
Frantoio Carmignani Umberto	San Casciano in Val di Pesa	FI	Toscana	5.58288E+17		https://wa.me/+393393864337?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/frantoio-carmignani-umberto-san-casciano-in-val-di-pesa
Rocca di Castagnoli Società Agricola	Gaiole in Chianti	SI	Toscana	5.77732E+18			https://www.paginegialle.it/roccadicastagnolisrl
San Ferdinando Vini	Civitella in Val di Chiana	AR	Toscana	3.28722E+30		https://wa.me/+393287216738?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/sanferdinandovini
Borgo Scopeto e Caparzo	Montalcino	SI	Toscana	577848390			https://www.paginegialle.it/caparzo-montalcino
Azienda Agricola Barbialla Srl Società Agricola - Castello di Barbialla	Montaione	FI	Toscana	5.71463E+28		https://wa.me/+393357253934?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-barbialla-montaione-fi
Cantina Fornacelle - Azienda Vinicola	Castagneto Carducci	LI	Toscana	565775575			https://www.paginegialle.it/aziendaagricolaforncellebolgheri
Fattoria il Casalone	Orbetello	GR	Toscana	5.64862E+29		https://wa.me/+393357369999?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismo-il-casalone-azienda-vitivinicola-gr
Fattoria Ruschi Noceti	Pontremoli	MS	Toscana	3.35308E+18		https://wa.me/+39335308499?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fattoria-ruschi-noceti-pontremoli-ms
Agriturismo Le Giunchiglie - Azienda bioagrituristica	Alberese di Grosseto	GR	Toscana	3204189124		https://wa.me/+393204189124?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/legiunchiglie-agriturismo-agricolturaetica
Colle delle 100 Bottiglie	Lucca	LU	Toscana	3924636248		https://wa.me/+393924636248?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/colledelle100bottiglie
Molino Adriano Andreozzi	Balbano	LU	Toscana	583548026			https://www.paginegialle.it/molinoadrianoandreozzisrl
Azienda Agricola Fattoria Rosy	Licciana Nardi	MS	Toscana	1.87474E+18		https://wa.me/+393466088367?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-fattoria-rosy-licciana-nardi-ms
Ortofrutta Branchi	Tavarnelle Val di Pesa	FI	Toscana	5.58077E+18		https://wa.me/+393666567935?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/ortofrutta-branchi-tavarnelle-barberino
Fattoria San Leolino	Londa	FI	Toscana	5.58352E+18		https://wa.me/+393338556812?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azagricolasanleonino-londa
Castello di Gabbiano	San Casciano in Val di Pesa	FI	Toscana	55821053			https://www.paginegialle.it/castello-gabbiano-fi
Tenuta Maria Teresa	Lucca	LU	Toscana	583394412			https://www.paginegialle.it/aziendaagricola-mariateresa-lucca
Azienda Agricola Magnani Gigliola	Massa	MS	Toscana	585093039	marina75@live.it	https://www.magnanigigliola.it	https://www.paginegialle.it/azienda-agricola-magnani-gigliola-massa
Lunigiana Gourmet	Pontremoli	MS	Toscana	3701428977		https://wa.me/+393701428977?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/lunigianagourmet
Terre Armoniche	Lucca	LU	Toscana	3477226758		https://wa.me/+393477226758?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/terre-armoniche-lucca
Agriturismo Podere La Piana	Moncigoli	MS	Toscana	5.85932E+27		https://wa.me/+393391129187?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismopoderelapiana
Azienda Agricola Cappellini Nico Piante	Pistoia	PT	Toscana	3356937316		https://wa.me/+393356937316?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendaagricolacappellininicopiante
Azienda Agricola Nursery Olive Tree	Pescia	PT	Toscana	3286852797		https://wa.me/+393286852797?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/azienda-agricola-nursery-olive-tree-pescia-pt
"Aziendra Agricola,allevamento proprio Galeotti"	Grosseto	GR	Toscana	3284221053		https://wa.me/+393284221053?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/aziendraagricolaallevamentopropriogaleotti
Lambardi Canalicchio di Sotto	Montalcino	SI	Toscana	5.77848E+18		https://wa.me/+393483325796?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/canalicchiodisotto
Cooperativa Sociale C.I.S.S.E.	Portoferraio	LI	Toscana	565916989			https://www.paginegialle.it/cooperativa-sociale-cisse-portoferraio-li
Alice Cooperativa Sociale Onlus	Prato	PO	Toscana	574433102			https://www.paginegialle.it/alicecoop
Cooperativa Sociale Margherita e Le Altre Casa di Marta	Capannori	LU	Toscana	583936937			https://www.paginegialle.it/associazione-casa-famiglia-margherita-e-le-altre-capannori
Misericordia di Pontedera	Pontedera	PI	Toscana	58752021			https://www.paginegialle.it/misericordiadipontedera-pontedera-it
Cooperativa Apuana Servizi Vari	Carrara	MS	Toscana	585845295			https://www.paginegialle.it/coop-apuana-servizi-vari-srl-ms
Futura	Arezzo	AR	Toscana	5.75272E+17		https://wa.me/+393357747865?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/futuracoopsociale
Profer Societa'Cooperativa	Fornacette	PI	Toscana	5871951161			https://www.paginegialle.it/profercoperativa
Cooperversilia	Viareggio	LU	Toscana	584383556			https://www.paginegialle.it/cooperversilia-viareggio-lu
Cesare Chioni	Santa Giustina	MS	Toscana	3292570082		https://wa.me/+393292570082?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/infermiere-massa
Meta Onlus	Firenze	FI	Toscana	55282977			https://www.paginegialle.it/metaonlus-firenze
Societa' Cooperativa Sociale Lego: L'Inchiostro e Giovani Officina Sociale	Montevarchi	AR	Toscana	55980764		https://www.cooplego.it	https://www.paginegialle.it/societacooperativasocialelegolinchiostroegiovaniofficinasociale-mont
Solidali Societa' Cooperativa Sociale Onlus	Scandicci	FI	Toscana	3496744493		https://wa.me/+393496744493?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/solidalisocietacooperativasocialeonlus-scandicci
Unicoop Firenze Soc.Coop.A R.L.	Lastra a Signa	FI	Toscana	5587491			https://www.paginegialle.it/lastra-a-signa-fi/cooperative-consumo/unicoop-firenze_2
Cooperativa Italiana Servizi Soc. Coop. a R.L.	Vicchio	FI	Toscana	5.58449E+18		http://www.montelleri.com	https://www.paginegialle.it/vicchio-fi/alberghi/albergo-montelleri
Coop	Asciano	SI	Toscana	5.77716E+18			https://www.paginegialle.it/asciano-si/centri-commerciali/coop
Abitalia Property Management	Diecimo	LU	Toscana	583838631			https://www.paginegialle.it/diecimo-lu/cooperativa-lavoro/abitalia-piccola-societa-cooperativa-arl
Abitalia Societa' Cooperativa	Diecimo	LU	Toscana	5.83838E+18			https://www.paginegialle.it/diecimo-lu/cooperativa-lavoro/abitalia-piccola-societa-cooperativa-arl_3
Acli Labor Societa' Cooperativa	Rosignano Solvay	LI	Toscana	5.86791E+18			https://www.paginegialle.it/rosignano-solvay-li/cooperativa-lavoro/acli-labor
Agape Cooperativa Sociale Onlus	Fornacette	PI	Toscana	587423101			https://www.paginegialle.it/navacchio-pi/istituti-previdenza/agape-cooperativa-sociale-r.l.
Agave Soc. Coop.Va A.R.L.	Livorno	LI	Toscana	5.86898E+18		https://wa.me/+393483801479?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/livorno-li/cooperativa-lavoro/agave-societa-cooperativa
Agraria San Galgano	Palazzetto	SI	Toscana	577756292			https://www.paginegialle.it/chiusdino-si/coop-agricola-san-galgano
Albatros	Arezzo	AR	Toscana	5.75205E+26			https://www.paginegialle.it/arezzo-ar/cooperativa-lavoro/ccoperativa-sociale-albatros-s-c-a-r-l
Alice Societa' Cooperativa Sociale	Prato	PO	Toscana	5.74433E+18			https://www.paginegialle.it/prato-po/assistenti-sociali/cooperativa-alice-scarl
Alice Societa' Cooperativa Sociale	Prato	PO	Toscana	574433102			https://www.paginegialle.it/prato-po/cooperativa-lavoro/alice-cooperativa-sociale-soc-coop-r-l_6
Alice Societa' Cooperativa Sociale	Prato	PO	Toscana	574752215			https://www.paginegialle.it/prato-po/cooperativa-lavoro/alice-coop-va-sociale-onlus
Agriturismo Poggio Covili	Gallina	SI	Toscana	3355459569		https://wa.me/+393355459569?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/agriturismopoggiocovili
Masseria del Bosco	Chianciano Terme	SI	Toscana	3914271390			https://www.paginegialle.it/chianciano-terme-si/ristoranti/masseria-del-bosco
B&B Masseria le Querciole	Fauglia	PI	Toscana	3665032539		https://wa.me/+393665032539?text=Da PagineGialle:%20[scrivi qui il tuo messaggio]	https://www.paginegialle.it/fauglia-pi/bandb-masseria-le-querciole
